customer_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_helpful_votes,payment_method,visit_month,visit_season,session_duration_bucket,location,device_name,user_type_name,channel_name,category_name,payment_name,season_name
8004,2024-08-31,1,1,1,98,3,1472.25,1,15,220.84,0.0,20,361,0,0,0,4,0,3,8,2,Very Short,206,Mobile,Returning User,Paid Search,Sports,Net Banking,Summer
7838,2024-01-01,0,0,1,338,2,1963.8,4,10,785.52,0.0,18,1257,1,0,1,4,0,3,1,3,Long,90,Desktop,New User,Paid Search,Home & Kitchen,Net Banking,Autumn
2751,2024-02-25,2,0,3,5,1,324.28,3,10,97.28,0.0,6,499,1,0,1,4,0,0,2,3,Short,111,Tablet,New User,Social Media,Clothing,Credit Card,Autumn
4274,2024-01-28,1,0,3,149,1,182.24,4,0,0.0,0.0,16,434,0,0,0,4,0,3,1,3,Very Short,15,Mobile,New User,Social Media,Clothing,Net Banking,Autumn
5200,2024-09-17,0,1,4,737,1,312.41,4,5,62.48,0.0,13,930,1,0,1,4,0,0,9,0,Long,3,Desktop,Returning User,Referral,Clothing,Credit Card,Winter
5479,2024-06-10,0,1,1,735,6,1369.26,4,20,1095.41,0.0,7,168,1,0,1,4,0,4,6,2,Very Short,200,Desktop,Returning User,Paid Search,Toys,Wallet,Summer
1394,2024-01-05,2,0,4,838,6,488.23,2,10,97.65,0.0,16,1594,1,0,1,4,0,3,1,3,Very Long,210,Tablet,New User,Referral,Toys,Net Banking,Autumn
5918,2024-09-27,0,1,4,561,5,625.98,1,10,62.6,563.38,5,1242,1,1,0,4,23,0,9,0,Long,92,Desktop,Returning User,Referral,Beauty,Credit Card,Winter
2388,2024-08-27,1,0,3,864,1,162.17,2,0,0.0,0.0,20,1307,0,0,0,4,0,2,8,2,Long,46,Mobile,New User,Social Media,Clothing,UPI,Summer
7689,2024-09-19,0,1,3,658,7,1003.8,4,0,0.0,0.0,13,1687,1,0,1,4,0,4,9,0,Very Long,147,Desktop,Returning User,Social Media,Grocery,Wallet,Winter
7146,2024-02-29,0,1,4,106,7,752.04,2,0,0.0,0.0,19,889,1,0,1,4,0,2,2,3,Short,137,Desktop,Returning User,Referral,Grocery,UPI,Autumn
9301,2024-11-15,1,0,3,418,3,1493.22,2,0,0.0,0.0,8,1211,1,0,1,4,0,2,11,0,Long,70,Mobile,New User,Social Media,Sports,UPI,Winter
7702,2024-03-06,2,0,4,351,3,702.87,2,10,140.57,0.0,9,508,0,0,0,4,0,4,3,1,Short,99,Tablet,New User,Referral,Sports,Wallet,Spring
4299,2024-07-27,0,0,5,85,0,228.95,1,30,68.68,0.0,20,1223,1,0,1,4,0,3,7,2,Long,114,Desktop,New User,Direct,Electronics,Net Banking,Summer
9706,2024-07-23,0,0,1,109,0,509.21,4,10,203.68,0.0,19,1316,1,0,1,4,0,3,7,2,Long,179,Desktop,New User,Paid Search,Electronics,Net Banking,Summer
4697,2024-03-20,1,1,1,856,0,544.5,3,10,163.35,0.0,6,1456,1,0,1,4,0,3,3,1,Very Long,202,Mobile,Returning User,Paid Search,Electronics,Net Banking,Spring
3932,2024-05-17,1,0,1,839,7,1191.35,3,0,0.0,0.0,3,1580,0,0,0,4,0,3,5,1,Very Long,178,Mobile,New User,Paid Search,Grocery,Net Banking,Spring
9148,2024-01-20,1,1,0,878,5,1130.83,3,0,0.0,3392.49,23,412,1,1,0,5,39,1,1,3,Very Short,191,Mobile,Returning User,Organic Search,Beauty,Debit Card,Autumn
4333,2024-06-21,0,1,0,406,5,311.68,2,20,124.67,498.69,12,1323,1,1,0,5,43,2,6,2,Long,17,Desktop,Returning User,Organic Search,Beauty,UPI,Summer
1687,2024-09-04,2,0,2,333,2,1622.05,4,0,0.0,0.0,3,199,0,0,0,4,0,3,9,0,Very Short,197,Tablet,New User,Email,Home & Kitchen,Net Banking,Winter
5225,2024-04-22,0,0,2,817,3,830.16,3,15,373.57,0.0,14,1541,1,0,1,4,0,5,4,1,Very Long,13,Desktop,New User,Email,Sports,COD,Spring
8160,2024-07-15,0,0,3,169,4,377.62,1,0,0.0,377.62,6,734,1,1,0,5,42,5,7,2,Short,224,Desktop,New User,Social Media,Books,COD,Summer
2705,2024-12-14,0,1,0,408,0,956.9,4,25,956.9,0.0,13,1744,0,0,0,4,0,1,12,3,Very Long,125,Desktop,Returning User,Organic Search,Electronics,Debit Card,Autumn
5166,2024-03-26,0,1,5,678,4,453.27,2,0,0.0,0.0,12,1363,1,0,1,4,0,4,3,1,Very Long,1,Desktop,Returning User,Direct,Books,Wallet,Spring
2169,2024-04-16,1,0,0,81,0,766.88,1,0,0.0,0.0,16,179,1,0,1,4,0,5,4,1,Very Short,29,Mobile,New User,Organic Search,Electronics,COD,Spring
7177,2024-02-13,0,0,1,239,4,494.63,4,5,98.93,1879.59,12,637,1,1,0,3,3,3,2,3,Short,15,Desktop,New User,Paid Search,Books,Net Banking,Autumn
5280,2024-07-16,1,1,1,321,4,361.94,3,30,325.75,760.07,4,1320,1,1,0,5,27,3,7,2,Long,211,Mobile,Returning User,Paid Search,Books,Net Banking,Summer
3971,2024-03-15,0,0,4,887,5,1001.55,1,0,0.0,0.0,22,889,0,0,0,4,0,2,3,1,Short,203,Desktop,New User,Referral,Beauty,UPI,Spring
3041,2024-11-07,0,0,2,873,7,205.08,3,20,123.05,0.0,19,1737,0,0,0,4,0,2,11,0,Very Long,14,Desktop,New User,Email,Grocery,UPI,Winter
6079,2024-04-16,1,0,0,209,3,1148.23,1,5,57.41,0.0,1,687,1,0,1,4,0,0,4,1,Short,36,Mobile,New User,Organic Search,Sports,Credit Card,Spring
7027,2024-08-30,1,0,3,787,5,880.53,2,5,88.05,0.0,23,1701,1,0,1,4,0,2,8,2,Very Long,66,Mobile,New User,Social Media,Beauty,UPI,Summer
9461,2024-03-10,0,1,1,550,1,240.22,2,5,24.02,0.0,20,928,0,0,0,4,0,2,3,1,Long,21,Desktop,Returning User,Paid Search,Clothing,UPI,Spring
4933,2024-04-27,0,1,3,461,3,717.73,1,0,0.0,0.0,17,1243,0,0,0,4,0,1,4,1,Long,9,Desktop,Returning User,Social Media,Sports,Debit Card,Spring
2446,2024-03-03,1,0,2,185,2,1576.25,4,0,0.0,6305.0,4,1581,1,1,0,3,45,3,3,1,Very Long,46,Mobile,New User,Email,Home & Kitchen,Net Banking,Spring
8493,2024-07-20,1,0,0,295,5,467.97,3,0,0.0,0.0,13,1088,1,0,1,4,0,3,7,2,Long,25,Mobile,New User,Organic Search,Beauty,Net Banking,Summer
6667,2024-01-11,1,1,0,492,5,1155.56,2,5,115.56,0.0,6,33,1,0,1,4,0,5,1,3,Very Short,6,Mobile,Returning User,Organic Search,Beauty,COD,Autumn
7301,2024-01-31,1,0,4,147,1,266.92,3,0,0.0,0.0,17,1767,1,0,1,4,0,3,1,3,Very Long,20,Mobile,New User,Referral,Clothing,Net Banking,Autumn
1874,2024-07-02,0,1,1,421,0,194.94,2,10,38.99,0.0,2,1623,1,0,1,4,0,4,7,2,Very Long,17,Desktop,Returning User,Paid Search,Electronics,Wallet,Summer
3810,2024-07-18,2,1,4,123,2,1894.89,2,0,0.0,0.0,19,1343,1,0,1,4,0,4,7,2,Long,218,Tablet,Returning User,Referral,Home & Kitchen,Wallet,Summer
7909,2024-04-30,0,1,5,78,6,1392.83,4,0,0.0,5571.32,16,302,1,1,0,5,13,2,4,1,Very Short,4,Desktop,Returning User,Direct,Toys,UPI,Spring
8489,2024-06-06,0,0,0,139,5,811.02,3,0,0.0,0.0,22,1666,1,0,1,4,0,4,6,2,Very Long,187,Desktop,New User,Organic Search,Beauty,Wallet,Summer
4916,2024-06-01,1,1,1,679,7,267.27,3,5,40.09,0.0,10,240,0,0,0,4,0,5,6,2,Very Short,63,Mobile,Returning User,Paid Search,Grocery,COD,Summer
8242,2024-10-03,0,0,5,478,7,537.22,3,15,241.75,0.0,7,677,1,0,1,4,0,1,10,0,Short,49,Desktop,New User,Direct,Grocery,Debit Card,Winter
8574,2024-06-11,1,1,5,741,0,713.73,4,20,570.98,0.0,7,1780,1,0,1,4,0,1,6,2,Very Long,140,Mobile,Returning User,Direct,Electronics,Debit Card,Summer
4486,2024-11-05,0,1,5,628,0,326.38,1,0,0.0,0.0,18,198,1,0,1,4,0,4,11,0,Very Short,90,Desktop,Returning User,Direct,Electronics,Wallet,Winter
9081,2024-03-20,1,1,2,41,5,1299.26,3,5,194.89,0.0,21,1026,1,0,1,4,0,2,3,1,Long,102,Mobile,Returning User,Email,Beauty,UPI,Spring
3594,2024-03-13,1,0,5,266,2,1315.98,2,15,394.79,0.0,18,1590,0,0,0,4,0,4,3,1,Very Long,168,Mobile,New User,Direct,Home & Kitchen,Wallet,Spring
3155,2024-05-27,1,1,4,306,0,712.19,1,0,0.0,0.0,23,628,1,0,1,4,0,1,5,1,Short,34,Mobile,Returning User,Referral,Electronics,Debit Card,Spring
7141,2024-01-30,1,1,2,884,2,1872.33,4,5,374.47,0.0,2,983,1,0,1,4,0,0,1,3,Long,197,Mobile,Returning User,Email,Home & Kitchen,Credit Card,Autumn
6730,2024-09-01,0,0,2,538,7,850.72,1,15,127.61,0.0,13,1473,1,0,1,4,0,4,9,0,Very Long,76,Desktop,New User,Email,Grocery,Wallet,Winter
2257,2024-05-22,1,1,2,419,1,412.72,1,15,61.91,0.0,24,662,1,0,1,4,0,1,5,1,Short,35,Mobile,Returning User,Email,Clothing,Debit Card,Spring
8493,2024-05-13,1,1,5,840,0,988.76,1,20,197.75,0.0,20,906,1,0,1,4,0,1,5,1,Long,140,Mobile,Returning User,Direct,Electronics,Debit Card,Spring
2798,2024-07-13,1,1,0,535,2,1855.47,3,20,1113.28,0.0,2,114,1,0,1,4,0,0,7,2,Very Short,117,Mobile,Returning User,Organic Search,Home & Kitchen,Credit Card,Summer
8243,2024-01-30,0,0,5,659,5,1311.93,4,10,524.77,0.0,2,1701,1,0,1,4,0,4,1,3,Very Long,163,Desktop,New User,Direct,Beauty,Wallet,Autumn
1066,2024-05-17,0,1,1,481,5,845.68,4,25,845.68,0.0,13,1264,1,0,1,4,0,0,5,1,Long,77,Desktop,Returning User,Paid Search,Beauty,Credit Card,Spring
8170,2024-12-20,0,0,2,364,0,155.36,3,0,0.0,0.0,17,1774,1,0,1,4,0,3,12,3,Very Long,140,Desktop,New User,Email,Electronics,Net Banking,Autumn
8081,2024-08-17,1,1,3,693,3,884.9,1,20,176.98,707.92,19,1013,1,1,0,4,47,2,8,2,Long,128,Mobile,Returning User,Social Media,Sports,UPI,Summer
8022,2024-07-28,1,1,2,328,5,1156.58,3,0,0.0,0.0,12,471,1,0,1,4,0,3,7,2,Short,167,Mobile,Returning User,Email,Beauty,Net Banking,Summer
6982,2024-07-03,2,0,5,841,1,646.87,4,5,129.37,0.0,21,1014,0,0,0,4,0,0,7,2,Long,200,Tablet,New User,Direct,Clothing,Credit Card,Summer
5243,2024-06-20,1,1,2,299,0,605.61,2,10,121.12,0.0,18,1698,1,0,1,4,0,5,6,2,Very Long,14,Mobile,Returning User,Email,Electronics,COD,Summer
7345,2024-12-07,1,1,5,761,0,549.85,3,10,164.96,0.0,14,1773,1,0,1,4,0,5,12,3,Very Long,76,Mobile,Returning User,Direct,Electronics,COD,Autumn
3493,2024-12-05,1,0,5,66,5,1289.36,2,15,386.81,0.0,4,127,1,0,1,4,0,5,12,3,Very Short,172,Mobile,New User,Direct,Beauty,COD,Autumn
8025,2024-05-29,0,0,5,462,6,317.14,2,10,63.43,570.85,5,1017,1,1,0,5,17,0,5,1,Long,77,Desktop,New User,Direct,Toys,Credit Card,Spring
6000,2024-12-03,1,1,4,432,3,1490.71,3,30,1341.64,0.0,23,1102,0,0,0,4,0,0,12,3,Long,85,Mobile,Returning User,Referral,Sports,Credit Card,Autumn
5129,2024-01-31,1,1,1,843,1,346.05,2,5,34.61,0.0,23,1111,1,0,1,4,0,1,1,3,Long,34,Mobile,Returning User,Paid Search,Clothing,Debit Card,Autumn
5549,2024-04-26,0,0,2,335,4,445.17,3,15,200.33,0.0,22,826,1,0,1,4,0,4,4,1,Short,48,Desktop,New User,Email,Books,Wallet,Spring
6118,2024-04-20,0,1,2,376,0,297.9,3,10,89.37,0.0,6,601,0,0,0,4,0,3,4,1,Short,119,Desktop,Returning User,Email,Electronics,Net Banking,Spring
1335,2024-09-11,0,0,3,55,3,1168.82,1,20,233.76,0.0,10,1159,0,0,0,4,0,1,9,0,Long,90,Desktop,New User,Social Media,Sports,Debit Card,Winter
2258,2024-08-09,1,0,1,66,0,342.89,2,10,68.58,617.2,20,855,1,1,0,3,30,0,8,2,Short,157,Mobile,New User,Paid Search,Electronics,Credit Card,Summer
3209,2024-06-21,0,1,3,504,7,504.35,2,0,0.0,0.0,3,469,0,0,0,4,0,4,6,2,Short,68,Desktop,Returning User,Social Media,Grocery,Wallet,Summer
2030,2024-04-03,0,0,2,119,5,415.02,1,0,0.0,415.02,8,1034,1,1,0,2,33,2,4,1,Long,118,Desktop,New User,Email,Beauty,UPI,Spring
4956,2024-07-04,0,1,1,301,3,1499.58,1,20,299.92,1199.66,8,1575,1,1,0,2,25,4,7,2,Very Long,222,Desktop,Returning User,Paid Search,Sports,Wallet,Summer
7014,2024-04-08,1,0,0,855,5,772.57,3,10,231.77,0.0,21,166,1,0,1,4,0,1,4,1,Very Short,44,Mobile,New User,Organic Search,Beauty,Debit Card,Spring
6889,2024-06-30,1,0,4,261,7,217.59,1,0,0.0,0.0,20,992,1,0,1,4,0,1,6,2,Long,175,Mobile,New User,Referral,Grocery,Debit Card,Summer
5239,2024-05-03,2,1,1,845,6,625.89,1,5,31.29,594.6,9,1739,1,1,0,1,34,2,5,1,Very Long,86,Tablet,Returning User,Paid Search,Toys,UPI,Spring
8694,2024-11-20,1,0,0,376,6,652.85,4,10,261.14,0.0,2,1756,0,0,0,4,0,1,11,0,Very Long,204,Mobile,New User,Organic Search,Toys,Debit Card,Winter
6086,2024-09-29,0,1,1,821,3,982.23,4,0,0.0,3928.92,22,1101,1,1,0,4,41,0,9,0,Long,109,Desktop,Returning User,Paid Search,Sports,Credit Card,Winter
1712,2024-03-04,0,1,5,314,2,832.56,4,0,0.0,0.0,12,1181,0,0,0,4,0,4,3,1,Long,12,Desktop,Returning User,Direct,Home & Kitchen,Wallet,Spring
7884,2024-12-09,1,1,1,675,2,1910.48,1,20,382.1,0.0,8,1069,0,0,0,4,0,1,12,3,Long,38,Mobile,Returning User,Paid Search,Home & Kitchen,Debit Card,Autumn
6170,2024-08-28,1,1,1,134,1,107.69,4,5,21.54,409.22,2,653,1,1,0,3,26,5,8,2,Short,139,Mobile,Returning User,Paid Search,Clothing,COD,Summer
6711,2024-05-07,1,1,3,610,2,981.34,4,0,0.0,0.0,18,1645,1,0,1,4,0,0,5,1,Very Long,123,Mobile,Returning User,Social Media,Home & Kitchen,Credit Card,Spring
6087,2024-07-12,0,0,1,300,4,204.24,1,0,0.0,0.0,20,528,1,0,1,4,0,3,7,2,Short,64,Desktop,New User,Paid Search,Books,Net Banking,Summer
5981,2024-03-12,2,1,1,753,5,237.08,1,15,35.56,0.0,20,445,1,0,1,4,0,1,3,1,Very Short,88,Tablet,Returning User,Paid Search,Beauty,Debit Card,Spring
1815,2024-01-18,0,0,1,409,0,482.79,3,15,217.26,0.0,2,903,0,0,0,4,0,2,1,3,Short,175,Desktop,New User,Paid Search,Electronics,UPI,Autumn
6032,2024-06-02,1,1,2,400,4,119.85,3,0,0.0,0.0,18,397,1,0,1,4,0,5,6,2,Very Short,48,Mobile,Returning User,Email,Books,COD,Summer
8153,2024-10-12,1,1,2,585,1,196.81,3,20,118.09,472.34,16,748,1,1,0,5,49,4,10,0,Short,128,Mobile,Returning User,Email,Clothing,Wallet,Winter
3735,2024-05-08,1,0,2,492,1,157.38,1,30,47.21,110.17,5,1704,1,1,0,1,49,2,5,1,Very Long,57,Mobile,New User,Email,Clothing,UPI,Spring
6424,2024-05-20,1,1,2,496,2,1594.29,3,0,0.0,0.0,8,987,0,0,0,4,0,5,5,1,Long,94,Mobile,Returning User,Email,Home & Kitchen,COD,Spring
1277,2024-12-27,1,0,3,807,5,403.3,2,0,0.0,0.0,9,1789,1,0,1,4,0,1,12,3,Very Long,151,Mobile,New User,Social Media,Beauty,Debit Card,Autumn
4127,2024-12-26,1,1,1,666,2,1425.39,2,5,142.54,0.0,23,330,1,0,1,4,0,5,12,3,Very Short,51,Mobile,Returning User,Paid Search,Home & Kitchen,COD,Autumn
4930,2024-06-18,1,0,1,51,6,1922.0,4,0,0.0,0.0,19,372,1,0,1,4,0,5,6,2,Very Short,201,Mobile,New User,Paid Search,Toys,COD,Summer
9843,2024-01-17,0,0,3,857,1,189.57,4,5,37.91,0.0,7,105,0,0,0,4,0,5,1,3,Very Short,52,Desktop,New User,Social Media,Clothing,COD,Autumn
2931,2024-09-04,0,1,2,506,3,1207.13,4,15,724.28,4104.24,9,1297,1,1,0,4,36,5,9,0,Long,118,Desktop,Returning User,Email,Sports,COD,Winter
3488,2024-09-17,1,1,1,62,4,289.18,2,15,86.75,0.0,13,1678,0,0,0,4,0,5,9,0,Very Long,213,Mobile,Returning User,Paid Search,Books,COD,Winter
4676,2024-11-29,1,1,0,342,7,356.93,4,20,285.54,0.0,8,1285,0,0,0,4,0,5,11,0,Long,124,Mobile,Returning User,Organic Search,Grocery,COD,Winter
9932,2024-12-12,1,1,5,17,2,943.38,1,0,0.0,943.38,15,755,1,1,0,2,36,3,12,3,Short,224,Mobile,Returning User,Direct,Home & Kitchen,Net Banking,Autumn
8679,2024-08-17,1,1,2,499,4,55.65,3,25,41.74,0.0,20,757,1,0,1,4,0,2,8,2,Short,99,Mobile,Returning User,Email,Books,UPI,Summer
1312,2024-02-09,0,1,5,566,6,1103.54,3,0,0.0,3310.62,20,616,1,1,0,3,4,4,2,3,Short,217,Desktop,Returning User,Direct,Toys,Wallet,Autumn
3105,2024-04-01,1,1,3,860,0,217.58,3,0,0.0,0.0,1,187,0,0,0,4,0,4,4,1,Very Short,30,Mobile,Returning User,Social Media,Electronics,Wallet,Spring
8394,2024-09-18,2,0,0,608,4,273.63,1,10,27.36,0.0,20,359,1,0,1,4,0,2,9,0,Very Short,45,Tablet,New User,Organic Search,Books,UPI,Winter
1524,2024-08-09,0,1,2,706,2,978.16,4,5,195.63,0.0,12,799,1,0,1,4,0,2,8,2,Short,202,Desktop,Returning User,Email,Home & Kitchen,UPI,Summer
